question,fact
How many minutes in a football match?,1
Give me a list of good psychedelic rock bands that I'd like,0
"Identify which animal species is alive or extinct: Vaquita, Daeodon",1
What are the names of some great New England Patriots football players?,1
"Extract the names of the noble award winners, respective category and year in which they got  from given text and list them using bullets in the format {Name} - {Category} - {Year}",1
"Identify which instrument is string or percussion: Octoban, Socavon",1
What is R language?,1
What is the best Hip-Hop artist of all time ?,0
"Classify each of the following as a fast food or sit down restaurant: McDonalds, Subway, Chili's, Popeyes, Carrabbas, Domino's, Hooters",1
When was the second series of Renminbi banknotes introduced in China?,1
Extract the person who founded Microsoft,1
Write some important points about the National Basketball League from the given text,0
How can I sleep well at night?,0
"Given the following note about training in a specific style of karate, tell me why its practitioners consider its fist alignment to offer advantages for their striking.",1
Who is the greatest tennis player of all time?,0
Is Leaning Tower of Pisa structure stabilized?,1
What are the five romance languages?,1
Where is the Bulgan Volcanic Field located?,1
What is a mediterranean diet?,1
How many seasons is Deadwood?,1
What is a good soccer club in Lake Washington area in the USA?,0
What are the fanciest places to live in San Diego?,1
Extract why Jerry Rice is the greatest wide receiver of all time.,0
"Before Miley Cyrus recorded ""Wrecking Ball,"" it was offered to which singer?",1
Why can we only see one side of the Moon?,1
Extract the most visited countries in Africa and list them using bullets in the format {Country} - {International tourist arrivals (2019)},1
"Identify which instrument is string or percussion: Kundu, Kabosy",1
Who are Kim Kardashian's siblings?,1
What do Catholics believe?,1
What is a mirepoix?,1
"Classify each of the following cloud-based service as either AWS, Azure, or GCP: Redshift, Big Query, Lambda, Purview, Looker.",1
What is Huallacancha?,1
What do dogs like to do?,1
Who founded the Minnesota Educational Computing Consortium (MECC)?,1
What are some ways to prepare for a new career?,0
What is the US Congress,1
What are some popular tequila drinks that I should try?,0
Who is Leslie Hubert Holden?,1
"From the following passage, which taxes/acts led to the American Revolution?",1
What is the difference between a sunny side up egg and a scrambled egg?,1
"According to this paragraph about UVA, what is the PAC room?",1
What is Azure SQL used for?,1
Why is Canada a good country to visit?,0
What is the difference between bikepacking and bicycle touring?,1
"Considering Austin is in the central region of Texas, which of these places are in east, west, north and south. Houston, Dallas, San Antonio, Fredericksburg, El Paso, Corpas Christi, Galveston, South Padre, Lubbock.",1
what is the date when the declaration of independence was written?,1
"In the series A Song of Ice and Fire, who is the founder of House Qoherys?",1
"Who proposed the use of Tau as the circle constant, instead of Pi",1
On what month and day was Antwan Deon Odom born?,1
What is Scala?,1
Which rivers were the birthplaces of the first great civilizations?,1
"Classify which item is a fake color out of this set: blue, green, sheep, red, orange",1
What are the titans?,1
How do I get better at shooting a basketball?,0
What did Jamaican-American author Nicola Yoon major in college for her graduate degree?,1
what are the main components of a computer?,1
When did the Workaholics TV show air?,1
Pulitzer Prize 2022 was given to  4 Indian photographers from Reuters news agency. Name them,1
What does non subjective mean?,1
"Given this paragraph about the history of triathlon, what is the earliest known triathlon event.",1
Is Missouri a city or a state?,1
What is CSS?,1
What do people mean when they say a meeting could have been an email?,1
Why will the Golden State Warriors win the 2023 NBA Finals?,1
Write a review of Brandon Sanderson's book Warbreaker,0
What is base board?,1
"Which do you prefer, cakes or pies? Describe why you believe this way.",1
"For the list given, classify which items are considered vegan, vegitarian and non vegetarian: milk, tofu, curd, chicken, mutton, bacon, clam, tomato, potato, onion, egg, beef, pork, mango, apple, salmon, soy milk, paneer",1
What is the Nintendo Switch?,1
"According to the text, given the initial cost of building the auditorium and the equivalent cost in 2021, what is the value of 1892 dollars in 2021?",1
Which is a species of fish? Plaice or Place,1
"Tell me whether each of these soccer teams are American or European: Leeds United, Seattle Sounders, Portland Timbers, Arsenal Gunners, Sporting KC, Bayern Munich",1
write short essay on Buzz Aldrin experience on moon,0
"Classify the numbers based on their divisibility by 2,3,7
4, 9, 20, 28, 35, 8",1
Why should you exercise if you have a sitting job where you have to sit in front of computer screen ?,0
What is a database schema?,1
Create a list using bullets of the Beatles band members and tell me if they are alive or dead using the format {Name} / {Alive or Dead},0
What is the Coachella festival?,1
What should I not do if I see a bear?,0
Who established the Illinois Humane Society?,1
What is SSA in compiler design?,1
Write a review of Joe Abercrombie's book Before They Are Hanged,0
Is it better to buy a used car compared to a new car?,0
"The following are some reasons to start a restaurant. the reasons should be categorized as 'great', 'neutral', 'terrible' - 

It will provide food to people
Potential to become a millionaire
Help you follow your passion
All your savings will go into opening it
You dont know how to cook
The world needs more farm to table services
You may be able to build a career out of it
You will enjoy it
You will lose your job
You dont have money to open a restaurant",0
Who is Barack Obama?,1
Given this paragraph how much do Beavers weigh?,1
"What is the analysis of mutations in cancer, in genomics?",1
Where has Alice Twemlow been a guest critic?,1
"Tell me whether these are the names of presidents or movie stars: George Washington, Barack Obama, Brad Pitt, George Clooney, Matt Damon",1
"Which of the following as water bodies? Classify them as 'water' and 'not water'. Oceans, Lakes, Ponds, Trees, Mountains, Sky, Roads, Fire.",1
What is MLflow?,1
What are some examples of plants that grow around Stanwell-Fletcher Lake?  Use a numbered list.,1
Is it possible to visit the German Bundestag?,1
What did people do before the invention of money?,1
How does an umpire signal that a batter has been dismissed in a cricket match ?,1
Why would a software engineer want to transition into product management?,1
How many teams compete in Formula one world championship?,1
Write an email to the condo HOA as why including a flat rate of water bill into monthly HOA fee is a bad idea,0
Write an analysis of the meaning of the green light in the Great Gatsby,0
How many stores did Blockbuster have at its peak?,1
What are submersibles for?,1
Can you give me a short bulleted list of the Murray-Wright's violent activities of the 1980s?,1
What is the best musical instrument to learn?,0
What direction (North-South-East-West) is Malanów from Zygmuntówek?,1
My parents are staying with me this weekend. What should I do with them?,0
Who are some students at Hogwarts in Slytherin house that were in the same year as Harry Potter?,1
"Classify these as either states or cities: Illinois, California, San Francisco, Austin, Texas.",1
What are the pros and cons of charging a Tesla at Public Charging Stations?,1
What are all Marvel movies with Thanos in it?,1
Summarize Jacque Fresco's early life based on this passage.,1
What are the functions of the 3 branches of the United States government.,1
Why did the earliest vendors and retailers in the U.S. decide to charge 99 cents rather than a dollar?,1
"Based on this paragraph, how many times was Barros traded during his professional basketball career?",1
Why babies cry ?,1
What are some common bases for tacos?,1
Name the Chinese satellite launched for Mars which failed?,1
Who designed Augusta National?,1
"Given this paragraph about Gheorge Hagi, tell me which were his top achievements in the Romanian football team.",1
Which is the best meal delivery service?,0
"Given a reference text about Being There, tell me when the book was published and when a film about the book was created.",1
Is Britain the only country that drives on the left-hand side of the road?,1
What is an adverb?,1
What is T20 cricket?,1
"Given the list of the Big Bang Theory actress, select only the main cast.",1
"What Peloton instructor should I take a cycling class with for the following moods and why? Happy, Sad, Angry, Unmotivated",0
What is Linux?,1
"Of the following measurements, which units relate to mass? Kilogram, microgram, pound, litre, year, kilometre and ounce.",1
What was the purpose of the Security Exchange Act of 1934?,1
"Without quoting directly from the text give me a short bulleted list of the regions in the Pokemon universe, categorized by the real world places they are supposed to be based on.",1
How to sell?,0
Describe the benefits of living in a small town.,0
Extract the formulas in math latex markdown format to calculate the portfolio return and variance in Modern Portfolio Theory https://en.wikipedia.org/wiki/Modern_portfolio_theory,1
"Write a brief advertisement for a rentable property near a lake in the mountains. The target audience should be older adults looking for a quiet retreat.  There should be several stipulations discouraging parties, teenagers, and noisy guests. Begin with an eye-catching summary statement. The property name is ""The Misty Lake Overlook""",0
What world need most from Human,1
Why is Chicago known as the Windy City,1
"Briefly explain what are I frames, B frames, and P frames?",1
How does the Harvard housing system work?,1
What is a demand plan?,0
"Create an itinerary for 3 days in Park City Utah that is good for children and adults. Include hotels, food options, one day of skiing and activities.",0
What are the most popular sports in the United States of America?,1
"If Newton's first law says an object in motion will stay in motion unless acted on by an outside force, why does my spinning top stop spinning?",1
What is an offside in football/soccer?,1
What is the show Lizzie McGuire about?,1
Where are most apples grown?,1
"Whats the difference between a sloop, a cutter, and a ketch?",1
Give me a quick brief of the Prince of Norway,1
Should technology and software coding subjects be mandatory in the curriculum of high school education?,0
What is american football?,1
"Classify each of the following as either names or objects: Mike, car, paper, Roger, wheel, Will, lamp, Clara, Fabiana, Peter.",1
Please list a few of the professional organizations that Judith Stern participated in during her career.,1
Where are Keanu Reeves and his parents from?,1
What is a bear in finance?,1
"Which of the following countries are in Asia: India, South Korea, Japan, United States of America, Morocco, New Zealand, Indonesia, Singapore, Mexico?",1
"Why do we have seasons, and what are they?",1
From the passage identify the years in which major events happened in Icahn’s business career. Display the results in comma separated format.,1
Does Caulerpa ellistoniae grow on land?,1
Extract the ingredients needed to make pasta carbonara. Separate them with a comma.,1
Give me a list of date night ideas that I've never done.,0
What is Occupation Therapy.,1
Where is the mountain pass Pen-y-Pass,1
Where is Lake Como located?,1
"Who sings the song call ""heartbreak anniversary""?",1
"From the provided paragraph, write a bulleted list of how cheeses can be grouped.",0
"My dog is a 100lb pitbull purebreed. She's always barking at people when we walk her on the street. She's friendly, however, when outside with me or the kids, her bark is loud and deep. How can I get my dog to stop barking at strangers and remove her feeling of ""threat""?",0
What is the University of Georgia's mascot?,1
Who is Teresa Giudice?,1
"You are planning a trip and want to travel only in the Southern Hemisphere in the first half, and only the Northern Hemisphere in the second half. Sort the countries in your itinerary into 'Southern Hemisphere' and 'Northern Hemisphere'. Your itinerary includes: Fiji, Brazil, Australia, China, Argentina, India, Canada, and South Africa.",1
How can I become the best person?,0
Who created the grading system for the I Liq Chuan martial art?,1
What is the official name of Singapore?,1
"Without quoting directly from the text, give me a rundown of the greatest risks from attempting to climb K2.",0
Is Mount Fuji a mountain or a volcano?,1
Extract the full names of characters in the text. List them separated by newlines.,1
Write a letter to Dear Abby on relationship advice.,0
What is the capital of Finland and when was it founded?,1
How do you do a shuffle ball change tap move?,0
What caused Covid 19?,1
"From this paragraph, tell me how many people lived in Harappa.",1
who was the winner of the race?,1
What are the only three ingredients to make authentic Chantilly cream?,1
What are the strongest commonalities between Quakerism and Buddhism?,1
What mode of transport is stereotypically associated with San Francisco?,1
Is a vitamin d supplement good for you?,0
How is interest paid on a series I bond?,1
Give me a list of the best takeaway foods when youre hungry.,0
"Given this paragraph about Harold Brainerd Hersey, what did he do and when were his observations published?",1
What provoked the civil unrest incidents which started in 19th January 2023 in France based on the below passage?,1
What is the best book to read about the Battle of Stalingrad?,0
Who is Satoshi Nakamoto?,1
From the passage identify the sacred animals of Hera. Display the results in a comma separated format.,1
"Given the following text, what is Mýrdalsjökull, which country is it located in,  how much rain or snow does it receive each year?",1
What are 3 ways I can do to feel better if I am in a bad mood?,0
Name some  active NBA famous players,1
Who was Otto von Bismarck?,1
List the countries that are a part of UK.,1
What do vaccines do?,1
"Which is a bird or fish: Red grouse, Red grouper",1
How long has Dataminr been operating and who are their customers?,1
"Write a paragraph about the best things to do while vacationing in Palm Springs, California.",0
"Tell a story with the following: A guy that lives in San Jose California, he is a data scientist, he is in his mid 40's and he is aspiring to build an LLM model that will change the world",0
What are all of the professional football teams in the state of California?,1
"You were abducted by aliens and experimented on, you were sent back to earth with the knowledge and ability to solve any problem on earth",0
"Which characters belong to DC or Marvel Universe? Boomerang, Captain Boomerang",1
"Given this paragraph, who was the President of Mexico during the seige of Bexar?",1
What are the four great inventions of Ancient China?,1
Extract all the weights and measures from the text,1
Summarize what Alpha Phi is.,1
Who won man booker International prize 2018?,1
Where was Sarah Schechter born?,1
Why is pickleball so popular in the US right now?,1
"Given this paragraph, what is Peru's most popular tourist attraction and how many people visit it every year?",1
Best Actress Award in Drama series in 27th Screen Actors Guild(SAG) Awards was won by  whom?,0
Can you suggest 5 ways to use a Katana other than a weapon ?,0
What is the definition of a moon landing,1
"According to this article, how many Scottish pounds would four Half-pistole be worth?",1
Pupik means belly button in what language,1
In what year were the first Air Jordan sneakers released?,1
Why are cats better than dogs?,0
What is a computer?,1
Extract all the football competitions mentioned in the passage and present them using bullet points.,1
"True or false, Chesapeake Bay Crab Spice are a flavor of Lays potato chip?",1
What are the benefits of audio books over physical books?,1
"Based on this paragraph, which two objects account for the majority of the mass of the Solar System?",1
What are some of the main themes of Jane Eyre,1
Wha is the Dynamite!! 2010,1
"What is the meaning of the album title ""Flying Microtonal Banana"", by King Gizzard and the Lizard Wizard?",1
From this paragraph please summarize the notable California regions where pinot noir is produced.,1
What is Fibonacci series,1
Imagine you are the last person on Earth. Write a diary entry describing your thoughts and feelings.,0
Which cities participated in the first IPL?,1
"What links the names Botvinik, Tal, Karpov, Fischer",1
Summarize the three laws of thermodynamics in one or two sentences each. They should be understandable by a layman.,0
What team did Bobby Orr play for in his 5th season?,1
"Why should you stay at our rental cabin in Speedway, Indiana?",0
Who built the Eiffel Tower,1
What is Color of the world,1
which band sold the most albums of all time?,1
What is the latest iOS version on iPhone and what issues it addressed?,1
What was the first British instrumental to top the USA charts,1
"I want to try shooting sports, Can you throw some light on this using the given text as a reference?",1
Could you tell me how Cao Cao's fleet got destroyed during the battle of Red Cliffs based on this paragraph?,1
"Classify each of the following as a desert or mountain range: Alps, Sahara, Rockies, Appalachian, Arabian, Gobi",1
How should I maintain my bicycle?,0
What did the 0 say to the 8?,1
How many seasons of Survivor has there been?,1
What are some examples of tasks performed by AI?,1
Name five states in the USA that don't touch the ocean.,1
What is deep learning?,1
"Tell me whether each state touches the ocean or not: Florida, North Carolina, Nebraska, Oklahoma, Oregon, Texas",1
What was the first electric car to pass 1 million global sales?,1
Who are the most successful US Olympic swimmers?,1
"Describe these items as expensive or cheap to buy: a Rolex watch, a box of playing cards, a car, a laptop computer, a gallon of milk, an engagement ring, a house",1
"Identify which car manufacturer is Japanese or American: Acura, Ford",1
What are the first 21 cryptocurrencies by trading year?,1
What are the biggest cloud providers,1
"Given these paragraphs about Hydrogen Storage, what are some of its use cases?",1
which marathon competition should I run?,0
"Identify which animal is domesticated or wild: Turkey, European goldfinch",1
How would you describe the taste of coffee?,0
"Classify each item as being at a playground or a gym: slide, swing, dumbbell, squat rack, seesaw",1
What is Clemson University?,1
Name five NHL teams in the Western Conference.,1
"Which of the following are rock bands (e.g., garage rock, alternative, indie, etc.): Pavement, Nirvana, The Beatles, The Who, Led Zeppelin, Lynyrd Skynyrd, Pearl Jam, The Doors, dirt, grass, co2, hamburgers",1
how does the java virtual machine work?,1
Why do people like cats?,1
"Divide these sneakers into Air Jordan and Air Max: Tokyo 96, Big Bubble Red, Collector's Dream, Monarch, Chicago, Lucky Green",1
"Identify which instrument is string or woodwind: Tambura, Tubax",1
What is handscroll used for,1
"Identify the bird from the list: Zebra, Brambling, Blackfish",1
Why would people not like Goose Goose Duck?,1
What is the legality of owning an alligator as a pet in the United States?,1
What are the different types of fees that are charged in the US National Park?,1
"Choose the word which is different from the rest:  Raid, Attack, Assault, Defence, Ambush",1
Categorize the following as hot or cold.,1
"Is this a list of universities or companies: Alphabet, Microsoft, Dell, John Deere, and JP Morgan Chase?",1
Correct the typos in this passage,1
Provide instructions on making a peanut butter and jelly sandwich,0
what are some things you can do with a glass jar?,1
Give me a list of some best Action movies,0
Summarize Roosevelt's accomplishments described in this paragraph.,1
Name a few cities worldwide where traffic congestion is an issue,1
"What is the typical color of each of following objects: stop sign, school bus, traffic cone, pickle, banana, tooth?",1
Who is the most influential president in history?,1
What are the benefits of a barre workout?,1
How to do forecasting with small dataset?,1
Can someone drive on Black Bear Road during the winter?,1
How big is the Atlas Moth?,1
What is it like be a father?,1
Where should I keep my car keys when I'm home?,0
"From the passage provided, extract the name of the person who first proposed and tested the law of conservation of energy.",1
Write a stern email to your dog asking him not to chew on the couch leg anymore.,0
How many cents do I have if I have two nickels?,1
In what part of the United States is the New England region?,1
Which good habits can help you live healthy life,0
Will stock price go up or go down tomorrow?,1
"Tell me whether these companies are banks or car manufacturers: Chase, Wells Fargo, GMC, Ford, Tesla, Truist",1
What is the best way to eat a steak?,0
Were the months that Shirley C. Guthrie Jr. was born and died in the same month or different months?,1
What therapies are available for Autism?,1
Give me 5 ways to reduce my electricity bill.,0
What is ICD-9 in medical terminology?,1
Why do some countries call football soccer?,1
Please let me know the details of 1MDB saga and scandal.,1
What is a derivative in finance?,1
"Given a reference text about the adverse affects of Foley catheters, please list the main risks.",1
"Given a reference text about Magic the Gathering decks, please suggest cards I should consider in a Midrange deck.",0
"Categorize these modes of transportation into ""would use to go across continents"" ""would use for daily commuting"" ""would use for fun"": car, bicycle, boat, airplane, dune buggy, skateboard, rv, truck, sled, train",1
"Which characters belong to DC or Marvel Universe? Iron Man, Batman, Steel",1
"Tell me whether these animals are herbivores or carnivores: deer, rabbits, cows, elephants, lions, wolves, polar bears, cheetahs",1
"Write a letter to my landlord, Dave, asking them to hire a plumber to repair a leaking faucet.",0
"What is heavier, 1 centimetre or 5 miles?",1
When is Croatian Independence Day?,1
Extract the the materials used to build beaver dams from the following passage and separate them with a comma.,1
Why do little boys jump in a puddle of water or mud?,1
What are the words of House Tully?,1
"Classify these animals by either a mammal or reptile; 
Lizard, Alligator, Elephant, Crocodile, Lion, Dolphin, Snake, Platypus, Chimpanzee
Turtle",1
Who was Ann-Marie Hermans?,1
Write the scariest short story possible,0
What is does the stars represent on the United States of America flag?,1
Extract the names of the founders of Genoa C.F.C from the text?,1
"What is the structure of Public Forum debate, as used in US debate competitions?",1
What is a traditional IRA or 401k?,1
What is the main cause of snow?,1
How would you go about finding an apartment in a new city?,0
What is a noun?,1
Why is open source so important?,1
Who is Michael Jordan?,1
How many strings does a bass guitar have?,1
What is a good investment strategy?,0
"Which of these are animals: Oak, goat, dog, train, airplane, cat, tiger, bat, rose, boat.",1
What is the difference between income tax and capital gains tax in the USA?,1
What is a good place to pick up Thai food when driving from MountainView to Livermore?,0
Are large language models actually smart like humans?,1
What city in the world is regarded as having the largest number of professional and famous surfers and surfboard shapers?,1
Tell me some key points about IITs from given text.,1
What is The Lord Of The Rings?,1
What is Pascal?,1
Why is FIFA world cup is so popular?,1
What are five words that rhyme with light?,1
How does the temperature affect the speed of sound?,1
"In the comic book series Calvin and Hobbes, who are Calvin and Hobbes named after?",1
What is a whiteboard?,1
What is profit?,1
Name some of the best overall philosophical books,0
Please give a bulleted list of what incorporates the Human Development Index,1
Who was the drummer for the band Rush?,1
Who are some students at Hogwarts in Gryffindor house that were in the same year as Harry Potter?,1
What is DeFi?,1
What film is recognized as the first film in the world with an entirely black cast?,1
Why do some scholars think that campaigns do not matter much for presidential election outcomes? Why do other scholars and practitioners think that campaigns do matter?,1
What is slack key guitar?,1
What were the origins of the American Civil War?,1
"Identify which instrument is string or woodwind: Chapey, Cromorne",1
What is Christianity?,1
Ways to use Pencil other than writing,0
"Why is Falmouth, Massachusetts a great place to visit for vacation?",1
Name few motivation tips and techniques for learning,0
What is one Earth day?,1
Which are the fastest animals on earth?,1
Write a brief passage detailing experiences of a family relocating internationally?,0
"i want to eat healthier. what kind of food in my diet should i cut out? Everyday I have a yogurt, burger, pizza, salad, and coffee.",0
Where is the Eclectochromis lobochilus fish generally found?,1
"Given this paragraph about the city of Madrid, what are the main landmarks of the city?",1
Extract the destination countries of the Madeira diaspora from the text. Separate them with a comma.,1
Describe a plan for driving from Florida to New York with some great places to stop with American History.,0
What is the main tax benefit of a Roth IRA and 401K?,1
What are some key factors to consider in choosing a place to live?,1
What should be the best personality in a man,0
Who is the protagonist in Italo Calvino's Invisible Cities?,1
Write a professional email to my landlord asking whether I can make my rent payment 15 days late next month,0
Which party Sam Jones was part of?,1
Should I go to the beach or mountains for my next vacation?,0
"In reference to given text, Note some points about Kabenau River",1
"When people go to Fábrica de Pastéis de Belém to get a pastel de nata, how do people usually eat it? And what is the recipe.",1
"Which are some famous cuisines from Rajasthan, India?",1
What is the NBA All-Star game?,1
"Which of the following are commonly used as boys names: Adam, Shirley, Hunter, Mary, Susan, Stephanie, John, Buster, Matthew, James, Johan, Sean, Steven, Ada",1
Why Do We Need GIS?,1
"What are some of the best restaurants to try in Las Vegas, Nevada?",0
What is Autism Spectrum Disorder?,1
"Classify each of the following as straight or curved: banana, baseball bat, hook, rainbow, convex lens, ruler",1
What is a Chinese red envalope?,1
What country has the 2nd highest bungie jump in the world?,1
Extract the systems College Hoops 2K7 was released on. Separate them with a comma.,1
Can you list all the digits of pi but pretend you’re planning on taking over the world?,0
As per the following passage what did William Gilbert do?,1
What is gravel biking?,1
"In the following text, identify the key commanders and leaders of the Buddhist Uprising of 1966, extract their roles, and place them in a bulleted list.",1
What is a covalent bond?,1
"Identify which instrument is string or percussion: Dunun, Kanan",1
How can I change the type of a column?,0
"Based on the passage below, without quoting, give me a summary of the origins of the King James Version of the Bible.",1
"Given this paragraph about Charles Inglis, give answers to the following: his father's name, his colleague's name, and his grandfather's occupation.",1
What is the history of olive oil?,1
What do you need for car camping?,1
How would you go about a planning a backpacking trip into the Grand Canyon National Park.,0
"I have a question regarding git. I first have a master branch, based on which i created a working branch called feature; we normally send pull request to merge the changes in feature branch to master branch. But then the team has renamed master branch to main, how should i deal with my feature branch, in order to sync with the new main branch and later pull request to merge the changes in feature to main branch instead of master branch.",0
Where is Allauch,1
What are some of the most popular fantasy books from the last ten years?,1
Who won the 2022 SEC softball Season?,1
What is the origin of shortbread cookies?,1
How do you play blackjack?,1
What was the relationship of the person who became MD at Grandmaster Capital Management to Paypal?,1
Why is it important to hug your child?,1
What is CrossFit?,1
Why is gluten bad for weight loss,1
Who directed the most episodes of season seven of Game of Thrones?,1
Extract from the text the year in which Esko Olavi Ahonen was born,1
How is the movie Scarlet Days?,1
What is refinancing?,1
"Based on this paragraph, how many churches are in the The Association of Baptist Churches in Ireland?",1
Who is John Schneider,1
"What are 5 things to do when visiting Oahu, Hawaii?",1
Why a manager is needed for a team?,1
Who was Hitler's mistress?,1
Write a conversation between two long-time friends who run into one another five years after they initially drifted apart.,0
What are the best travel destinations in 2023.,0
What is the best way to live life,0
What is the capital of Texas?,1
What do you wish you had spent more time doing when you were younger?,1
"Classify the below car manufacturing companies based on their countries of origin (Germany or India).
Audi, BMW, Tata Motors, Mahindra and Mahindra",1
"Tell me whether those countries are in Europe or America: England, United states, France, Spain, Canada, Italy, Colombia, Peru",1
Extract all of the dates mentioned in this paragraph and list them using bullets in the format {Date} - {Description},1
Where was the heaviest A single filmed?,1
Extract the reason why Anderson got the nickname 'Slow Mo',1
What is a modem?,1
Why does it get hotter in the summer?,1
What is the difference between and instructional designer and an elearning developer?,1
Which is the second most populated state in India?,1
How was the Beaune Altarpiece or The Last Judgement painted,1
"As of 2022, how many member states make up the European Union?",0
"Based on the following paragraph on the current use of obsidian, what's the difference between obsidian scalpels and steel scalpels?",1
"Which characters belong to DC or Marvel Universe? Mr Fantastic, Plastic Man, Elongated Man",1
Which female artists sold over 40 million copies of an album?,1
Who is Lewis Perez and what job did he hold?,1
What is protein purification?,1
Why do humans like to drink water?,1
What are some of the best books written by Indian Authors?,0
Summarise Bernoulli's principle based on the following paragraphs.,1
How do you give a good presentation?,0
"Which of the following are either characters that appear in books by George R.R. Martin or Robert Jordan: Tyrion Lannister, Brienne of Tarth, Sandor Clegane, Rhaegar Targaryen, Robert Baratheon, Aviendha, Siuan Sanche, Perrin Aybara, Padan Fain, Rand al'Thor",1
what to ask when interviewing doulas?,1
What is the medical procedure PRP?,1
"From the passage provided, list the partners with whom Martina Hingis won the doubles Grand Slam in 1998",1
What is the wettest state in the US?,1
Why do we love social media so much?,1
"In the walk of fame, which star is on the wall?",1
What are the symptoms of Monkeypox?,1
"Given the reference text below, what problem do Marbled newts' face?",1
"Map the following models sold in the UK to either the Ford or Vauxhall brands: Escort, Cavalier, Nova, Ka",1
What is a proof that there are two irrational numbers where raising one to the power of the other produces a rational number?,1
What makes a good presentation in a workplace setting?,0
"Given this paragraph about Atlantic Hall in Nigeria, how many students does it hold, where is located and when did it open?",1
"What are the top 3 boba places in Burlingame, CA?",1
What would it take to build a house?,1
"Categorize each of the following terms as related to ""golf"" or ""hockey"": puck, goal, caddy, flag, green, helmet",1
Who were the last 5 Republican presidents?,1
How many counties are there in the San Francisco/San Jose/Oakland Bay Area?,1
"Tell me which of these are stars or planets: Mercury, Sirius, Betelgeuse, Jupiter, Aldebaran, Saturn, Mars, Rigel",1
"Identify which instrument is string or percussion: Tbilat, Harp guitar",1
Why we need weekend,1
Where was Bob Dylan born,1
"What are five totally distinct, creative ways to describe the usefulness of empty time?",0
"What is the meaning of ""Nnedi"" in Nnedi Okarafor's name?",1
"Give a bulleted list of the amount of money the film ""Everything Everywhere All at Once"" earned outside of the US in the format {country}-{money earned in millions in USD}",1
"Tell me whether these are cars or planes: Camaro, Piper Cub, Volvo S60, Shelby GT500, Boeing 737, Cessna, B707, Porsche, Beechcraft",1
Create a comma separated list of all countries mentioned in this paragraph on the history of test cricket,0
"Which one of the following objects is least like the others, and why?
Lemon, Car, Grass, Lime",1
What are the branches of the United States Government?,1
Is it football or soccer that they play in the Netherlands?,1
"Which of the following country belongs to Asia and North America? China, Canada, Pakistan, Mexico",1
What is an API endpoint?,1
"Where is Tesla, Inc. headquarters?",1
In which year did the Seattle SuperSonics win the NBA championship?,1
"If the year is 2020, is the Samsung E1200 still in production?",1
How many provinces are there in the Netherlands,1
What is the largest American state by land mass?,1
What are different routes a wide receiver could run if the team needs to gain over 10 yards in one play.,1
"What ages are considered newborn, toddler, child and teenager?",1
"Given this paragraph about triathlon, who founded ironman",1
"Classify each of the following as either a type of donut or a fruit candy brand: old-fashioned, Skittles, Mamba, maple bar, sprinkles, raised, Starburst, cruller, bear claw, apple fritter, Airheads",1
Who is Pia Olsen Dyhr,1
What are the three types of mobile app described in the passage.,1
What's the population of Mattim Birta?,1
"Identify which car manufacturer is Japanese or American: Lila, Lincoln",1
what is a project milestone?,1
Who wrote the novel Tom Jones in 1749,1
"Given this paragraph, what method of scientific study did Edmund Selous champion?",1
What is a good gift for a seven year old boy?,0
Summarize some of the controversies about Lululemon Athletica,1
what are non-fungible token,1
"Who designed the St. John the Baptist, Blackrock church?",1
"From the passage provided, extract the well-known superheroes from Marvel comic books.",1
Extract all the years from the following text.,1
Name some countries that don't share a border with any other countries.,1
Who is raiden shogun?,1
Can you list down some points about Jo-Anne Polak from the given text?,1
"Tell me in which country are the following cities: Zaragoza, Albufeira, Bari, Amfissa and Targoviste.",1
What are the names of all Depeche Mode albums?,1
What is the biggest planet from the solar system?,1
Summarize Romania's history and founding.,1
What are remarkable provinces in the Netherlands?,1
Extract the names of the team involved to perform inception on Robert. Separate them with a comma.,1
What was Mark Twain's actual name?,1
"Classify each as either a game or a sport: chess, checkers, badminton, monopoly, table tennis, swimming, diving, bridge, basketball, go, shogi, tennis, risk, field hockey.",1
"Here is a list of movies. Which of these are considered to be Action Movies. American Graffiti, Rain Man, Mission Impossible, Goldfinger, Speed, The Devil's Advocate, The Magnificent Seven, Dazed and Confused, Die Hard, Top Gun.",1
How old was Dominik Volek when he made his Czech Extraliga debut?,1
What does the term March Madness refer to in college basketball?,1
What is the law of sines?,1
"From the passage provided, extract information about the new proposed airport in Mumbai",1
Who was the second man to set foot on the moon,1
Where is Tiger Woods from?,1
What is a Maiestas trifasciatus,1
"Given this paragraph about Zoom, where is the company based and when was the Zoom software released?",1
Give me a list of golf clubs you should carry in your golf bag.,0
What is a pyroclastic flow?,1
Which martial art or arts did Brazilian jiu-jitsu derive from?,1
"What are some interesting things to do in the spa town of Harrogate, North Yorkshire?",1
What was the estimated Gini coefficient of South Africa during 2008-2009?,1
Whose period was known as the Golden Age of Rome?,1
"Identify which instrument is string or percussion: Balafon, Chrotta",1
"List the ten episode titles from the first season of ""Game of Thrones"" in broadcast order.",1
How is the price of an Uber ride calculated?,1
What is Chiropractic treatment?,1
"Given a reference text about the Queen Isabella Memorial Bridge, tell me how long it is and when it opened.",1
Give me a list of the best Romantic Comedy Movies,0
"From the passage provided, extract the name of the last song recorded by Kishore Kumar",1
Give me a list of the best albums of all-time,0
What are the 4 best ski resorts in New England.,0
Where does the molecular formula of D-allulose?,1
